transaction_id,transaction_date,state,district,user_id,gender,age_group,bank_name,account_type,transaction_type,payment_method,upi_app,amount,merchant_category,is_government_payment,scheme_name,failure_status,device_type,internet_type
T0498,2025-01-04,Maharashtra,Chennai,U1497,Female,18-24,PNB,Savings,BillPay,UPI,PhonePe,5795,Food,Yes,PMJDY,Failed,Desktop,Broadband
T0499,2025-01-23,Rajasthan,Mumbai,U1498,Male,25-34,Axis,Current,P2P,UPI,PhonePe,7144,Shopping,No,NULL,Failed,Mobile,4G
T0500,2025-03-22,Gujarat,Chennai,U1499,Male,25-34,HDFC,JanDhan,BillPay,UPI,BHIM,5361,Bills,No,Subsidy,Failed,Mobile,5G
T0501,2025-03-16,Maharashtra,Bangalore,U1500,Female,18-24,SBI,Current,P2P,UPI,Paytm,8084,Transfer,No,NULL,Failed,Desktop,4G
T0502,2025-02-03,Maharashtra,Patna,U1501,Female,45+,Axis,Current,BillPay,UPI,Paytm,6111,Bills,No,Subsidy,Success,Mobile,5G
T0503,2025-03-23,Karnataka,Ahmedabad,U1502,Female,18-24,PNB,JanDhan,P2M,UPI,Paytm,4127,Food,Yes,PMJDY,Success,Desktop,Broadband
T0504,2025-03-19,Bihar,Mumbai,U1503,Female,45+,ICICI,Current,P2M,UPI,PhonePe,5133,Shopping,Yes,PMJDY,Failed,Mobile,4G
T0505,2025-02-16,Bihar,Kolkata,U1504,Male,35-44,Axis,JanDhan,BillPay,UPI,Paytm,3986,Electronics,No,Subsidy,Success,Desktop,5G
T0506,2025-03-13,Rajasthan,Chennai,U1505,Female,25-34,HDFC,JanDhan,P2P,UPI,GPay,9826,Shopping,No,PMJDY,Failed,Desktop,3G
T0507,2025-01-12,Bihar,Delhi,U1506,Male,18-24,HDFC,Savings,P2M,UPI,GPay,8521,Food,No,NULL,Success,Mobile,3G
T0508,2025-02-12,Delhi,Bangalore,U1507,Male,45+,HDFC,Savings,P2P,UPI,Paytm,1691,Electronics,No,Subsidy,Success,Desktop,4G
T0509,2025-01-18,Bihar,Ahmedabad,U1508,Female,35-44,SBI,JanDhan,BillPay,UPI,PhonePe,2893,Shopping,No,NULL,Success,Desktop,Broadband
T0510,2025-02-22,West Bengal,Kolkata,U1509,Male,45+,SBI,Savings,P2M,UPI,Paytm,1524,Bills,No,PMJDY,Success,Desktop,3G
T0511,2025-02-03,Tamil Nadu,Patna,U1510,Female,25-34,PNB,Current,P2P,UPI,PhonePe,7512,Food,No,Subsidy,Failed,Mobile,Broadband
T0512,2025-02-09,Karnataka,Jaipur,U1511,Female,45+,ICICI,JanDhan,BillPay,UPI,BHIM,7236,Shopping,Yes,PMJDY,Failed,Desktop,5G
T0513,2025-02-19,West Bengal,Bangalore,U1512,Female,35-44,PNB,Savings,P2M,UPI,PhonePe,9621,Electronics,No,Subsidy,Success,Desktop,Broadband
T0514,2025-03-26,Rajasthan,Delhi,U1513,Female,35-44,PNB,Savings,BillPay,UPI,GPay,2495,Food,No,PMJDY,Failed,Mobile,5G
T0515,2025-01-14,Bihar,Chennai,U1514,Female,25-34,SBI,Savings,BillPay,UPI,Paytm,9046,Bills,Yes,NULL,Failed,Mobile,4G
T0516,2025-02-12,Tamil Nadu,Jaipur,U1515,Female,45+,SBI,Current,P2P,UPI,PhonePe,8015,Food,Yes,NULL,Success,Desktop,5G
T0517,2025-03-31,West Bengal,Bangalore,U1516,Female,45+,SBI,Savings,BillPay,UPI,PhonePe,1966,Bills,No,NULL,Success,Desktop,3G
T0518,2025-01-10,Karnataka,Jaipur,U1517,Male,35-44,PNB,Current,BillPay,UPI,BHIM,2311,Food,No,Subsidy,Success,Mobile,5G
T0519,2025-02-02,Maharashtra,Jaipur,U1518,Female,45+,SBI,Current,BillPay,UPI,PhonePe,1447,Electronics,Yes,Subsidy,Success,Mobile,Broadband
T0520,2025-02-21,Delhi,Patna,U1519,Female,45+,SBI,JanDhan,BillPay,UPI,PhonePe,5250,Transfer,No,Subsidy,Failed,Desktop,5G
T0521,2025-01-06,Maharashtra,Bangalore,U1520,Male,35-44,PNB,Current,BillPay,UPI,GPay,2707,Shopping,Yes,NULL,Failed,Desktop,4G
T0522,2025-01-10,Delhi,Bangalore,U1521,Male,18-24,HDFC,Savings,P2P,UPI,Paytm,3977,Bills,Yes,PMJDY,Success,Desktop,5G
T0523,2025-01-25,Karnataka,Patna,U1522,Female,45+,PNB,JanDhan,BillPay,UPI,PhonePe,2798,Electronics,Yes,Subsidy,Success,Desktop,Broadband
T0524,2025-03-07,West Bengal,Mumbai,U1523,Male,25-34,SBI,Current,BillPay,UPI,BHIM,245,Bills,Yes,PMJDY,Failed,Mobile,4G
T0525,2025-02-19,Delhi,Kolkata,U1524,Male,25-34,Axis,Savings,P2P,UPI,Paytm,3317,Transfer,Yes,PMJDY,Failed,Desktop,Broadband
T0526,2025-01-26,Tamil Nadu,Patna,U1525,Male,18-24,Axis,Savings,BillPay,UPI,BHIM,6605,Shopping,Yes,PMJDY,Success,Mobile,3G
T0527,2025-02-11,Rajasthan,Patna,U1526,Male,25-34,ICICI,JanDhan,BillPay,UPI,PhonePe,3412,Bills,No,PMJDY,Success,Desktop,3G
T0528,2025-02-15,West Bengal,Chennai,U1527,Male,35-44,SBI,Current,P2P,UPI,GPay,5540,Bills,No,NULL,Failed,Mobile,5G
T0529,2025-01-31,Tamil Nadu,Ahmedabad,U1528,Male,25-34,HDFC,JanDhan,P2P,UPI,BHIM,4340,Food,Yes,NULL,Success,Desktop,4G
T0530,2025-01-06,Delhi,Kolkata,U1529,Male,35-44,PNB,JanDhan,P2P,UPI,BHIM,3722,Bills,Yes,Subsidy,Failed,Mobile,5G
T0531,2025-03-16,Karnataka,Ahmedabad,U1530,Male,35-44,HDFC,JanDhan,P2M,UPI,BHIM,4037,Shopping,No,NULL,Failed,Desktop,5G
T0532,2025-03-10,Karnataka,Ahmedabad,U1531,Male,45+,ICICI,Current,P2M,UPI,Paytm,5133,Food,Yes,PMJDY,Success,Mobile,4G
T0533,2025-01-10,Maharashtra,Bangalore,U1532,Female,18-24,Axis,JanDhan,P2P,UPI,Paytm,2401,Shopping,No,PMJDY,Failed,Desktop,3G
T0534,2025-03-15,Delhi,Kolkata,U1533,Male,18-24,PNB,Current,P2P,UPI,Paytm,6585,Food,No,NULL,Failed,Desktop,Broadband
T0535,2025-01-14,Tamil Nadu,Delhi,U1534,Male,18-24,Axis,Current,BillPay,UPI,PhonePe,6211,Transfer,Yes,Subsidy,Failed,Desktop,4G
T0536,2025-03-02,Maharashtra,Ahmedabad,U1535,Male,18-24,PNB,JanDhan,P2P,UPI,BHIM,4168,Transfer,No,NULL,Failed,Mobile,5G
T0537,2025-02-07,Karnataka,Jaipur,U1536,Male,35-44,HDFC,Savings,BillPay,UPI,PhonePe,7100,Food,No,NULL,Success,Desktop,4G
T0538,2025-01-05,Rajasthan,Kolkata,U1537,Female,25-34,PNB,Savings,P2P,UPI,Paytm,1357,Shopping,No,NULL,Failed,Desktop,3G
T0539,2025-03-26,Karnataka,Patna,U1538,Female,35-44,HDFC,JanDhan,BillPay,UPI,PhonePe,9055,Transfer,No,NULL,Success,Mobile,4G
T0540,2025-03-24,Delhi,Bangalore,U1539,Female,25-34,SBI,JanDhan,P2M,UPI,PhonePe,3454,Transfer,No,Subsidy,Failed,Desktop,4G
T0541,2025-01-12,Delhi,Jaipur,U1540,Male,35-44,HDFC,Current,P2M,UPI,BHIM,5640,Electronics,No,PMJDY,Success,Desktop,3G
T0542,2025-01-26,Karnataka,Mumbai,U1541,Male,45+,SBI,Savings,P2M,UPI,PhonePe,4780,Electronics,Yes,Subsidy,Success,Mobile,Broadband
T0543,2025-03-23,Rajasthan,Kolkata,U1542,Male,35-44,HDFC,Savings,P2M,UPI,PhonePe,9147,Food,Yes,Subsidy,Success,Desktop,5G
T0544,2025-03-29,Gujarat,Bangalore,U1543,Female,18-24,SBI,JanDhan,P2P,UPI,GPay,8386,Shopping,Yes,NULL,Failed,Desktop,3G
T0545,2025-03-03,West Bengal,Mumbai,U1544,Female,18-24,PNB,Savings,BillPay,UPI,GPay,6159,Shopping,No,PMJDY,Failed,Mobile,3G
T0546,2025-03-21,Delhi,Mumbai,U1545,Female,35-44,Axis,JanDhan,P2M,UPI,BHIM,2205,Bills,Yes,PMJDY,Success,Mobile,Broadband
T0547,2025-03-03,Karnataka,Kolkata,U1546,Female,25-34,Axis,Savings,P2P,UPI,PhonePe,5316,Electronics,Yes,Subsidy,Success,Desktop,Broadband
T0548,2025-03-06,Maharashtra,Bangalore,U1547,Female,35-44,HDFC,Current,P2M,UPI,GPay,2749,Electronics,Yes,PMJDY,Failed,Desktop,4G
T0549,2025-03-17,Gujarat,Bangalore,U1548,Female,18-24,SBI,Savings,P2M,UPI,PhonePe,2616,Electronics,Yes,Subsidy,Failed,Desktop,3G
T0550,2025-03-26,Tamil Nadu,Delhi,U1549,Male,18-24,HDFC,JanDhan,P2M,UPI,BHIM,7736,Transfer,No,Subsidy,Failed,Mobile,4G
T0551,2025-01-10,Bihar,Chennai,U1550,Male,35-44,ICICI,JanDhan,BillPay,UPI,PhonePe,7848,Electronics,No,PMJDY,Failed,Mobile,5G
T0552,2025-01-02,Delhi,Delhi,U1551,Female,18-24,SBI,Savings,BillPay,UPI,PhonePe,4007,Bills,Yes,PMJDY,Failed,Desktop,3G
T0553,2025-02-26,Rajasthan,Chennai,U1552,Male,25-34,SBI,JanDhan,BillPay,UPI,BHIM,2947,Bills,No,Subsidy,Failed,Desktop,4G
T0554,2025-01-03,Delhi,Patna,U1553,Male,25-34,Axis,Current,P2M,UPI,GPay,6871,Shopping,No,Subsidy,Success,Desktop,4G
T0555,2025-03-14,Rajasthan,Jaipur,U1554,Female,45+,HDFC,Savings,BillPay,UPI,GPay,9252,Bills,Yes,Subsidy,Success,Mobile,3G
T0556,2025-03-28,Bihar,Delhi,U1555,Male,45+,Axis,Current,P2M,UPI,Paytm,3705,Transfer,No,Subsidy,Success,Mobile,4G
T0557,2025-01-17,Gujarat,Delhi,U1556,Female,35-44,HDFC,JanDhan,P2P,UPI,Paytm,8291,Bills,No,Subsidy,Success,Desktop,Broadband
T0558,2025-02-24,Gujarat,Bangalore,U1557,Female,18-24,Axis,Current,P2M,UPI,Paytm,7611,Shopping,Yes,NULL,Success,Mobile,4G
T0559,2025-02-04,West Bengal,Bangalore,U1558,Male,35-44,SBI,JanDhan,P2P,UPI,GPay,5837,Transfer,Yes,NULL,Success,Desktop,3G
T0560,2025-03-27,Maharashtra,Kolkata,U1559,Female,25-34,Axis,Current,P2M,UPI,Paytm,1294,Transfer,No,PMJDY,Success,Mobile,5G
T0561,2025-02-16,Tamil Nadu,Patna,U1560,Male,35-44,HDFC,JanDhan,P2P,UPI,GPay,7425,Bills,Yes,PMJDY,Failed,Desktop,Broadband
T0562,2025-03-22,Tamil Nadu,Delhi,U1561,Male,35-44,HDFC,Current,BillPay,UPI,Paytm,9748,Shopping,Yes,PMJDY,Success,Mobile,Broadband
T0563,2025-03-17,Delhi,Kolkata,U1562,Male,25-34,Axis,Savings,BillPay,UPI,PhonePe,9565,Food,Yes,NULL,Success,Mobile,4G
T0564,2025-01-28,Rajasthan,Ahmedabad,U1563,Male,18-24,ICICI,JanDhan,P2M,UPI,Paytm,9679,Transfer,No,PMJDY,Failed,Mobile,Broadband
T0565,2025-03-20,Tamil Nadu,Jaipur,U1564,Female,35-44,ICICI,Current,P2M,UPI,Paytm,7728,Electronics,Yes,Subsidy,Success,Mobile,Broadband
T0566,2025-03-06,Maharashtra,Chennai,U1565,Female,25-34,Axis,Savings,P2P,UPI,Paytm,2426,Food,No,PMJDY,Failed,Desktop,Broadband
T0567,2025-01-11,Rajasthan,Chennai,U1566,Male,18-24,ICICI,JanDhan,P2M,UPI,Paytm,5761,Shopping,Yes,PMJDY,Success,Mobile,3G
T0568,2025-01-30,Delhi,Chennai,U1567,Male,25-34,PNB,Savings,BillPay,UPI,GPay,8142,Bills,Yes,NULL,Success,Mobile,3G
T0569,2025-01-30,Bihar,Kolkata,U1568,Male,45+,SBI,Current,BillPay,UPI,Paytm,3773,Bills,No,PMJDY,Failed,Mobile,3G
T0570,2025-03-22,Gujarat,Bangalore,U1569,Female,45+,Axis,Savings,P2M,UPI,BHIM,2668,Bills,No,PMJDY,Success,Mobile,3G
T0571,2025-03-22,Gujarat,Mumbai,U1570,Female,18-24,HDFC,Savings,P2P,UPI,BHIM,3260,Shopping,Yes,Subsidy,Failed,Mobile,4G
T0572,2025-01-15,Tamil Nadu,Delhi,U1571,Female,18-24,PNB,JanDhan,P2M,UPI,Paytm,1417,Transfer,Yes,NULL,Failed,Mobile,4G
T0573,2025-01-01,Karnataka,Jaipur,U1572,Female,45+,ICICI,Savings,P2P,UPI,BHIM,6279,Shopping,No,NULL,Success,Desktop,Broadband
T0574,2025-04-01,Tamil Nadu,Jaipur,U1573,Male,25-34,ICICI,JanDhan,BillPay,UPI,PhonePe,5037,Transfer,Yes,NULL,Failed,Desktop,4G
T0575,2025-03-09,Rajasthan,Kolkata,U1574,Female,18-24,Axis,Current,P2M,UPI,GPay,1977,Electronics,No,NULL,Failed,Mobile,4G
T0576,2025-01-12,Rajasthan,Delhi,U1575,Female,18-24,Axis,Current,P2P,UPI,BHIM,3730,Shopping,Yes,NULL,Success,Mobile,4G
T0577,2025-02-22,West Bengal,Kolkata,U1576,Female,25-34,SBI,Savings,P2M,UPI,Paytm,9556,Electronics,Yes,NULL,Failed,Desktop,Broadband
T0578,2025-03-03,Karnataka,Kolkata,U1577,Female,25-34,ICICI,Current,P2M,UPI,BHIM,5522,Food,Yes,NULL,Failed,Mobile,3G
T0579,2025-02-28,Bihar,Jaipur,U1578,Female,18-24,Axis,JanDhan,P2M,UPI,GPay,1240,Transfer,Yes,Subsidy,Success,Desktop,3G
T0580,2025-01-17,Rajasthan,Ahmedabad,U1579,Female,35-44,HDFC,JanDhan,BillPay,UPI,Paytm,9039,Shopping,Yes,NULL,Failed,Mobile,5G
T0581,2025-03-16,Gujarat,Ahmedabad,U1580,Female,18-24,SBI,Current,BillPay,UPI,PhonePe,2247,Food,No,PMJDY,Failed,Desktop,3G
T0582,2025-01-22,Karnataka,Kolkata,U1581,Male,25-34,Axis,Current,P2M,UPI,Paytm,2225,Shopping,Yes,Subsidy,Success,Mobile,5G
T0583,2025-01-18,Gujarat,Ahmedabad,U1582,Male,18-24,HDFC,JanDhan,BillPay,UPI,GPay,7801,Food,Yes,PMJDY,Success,Desktop,4G
T0584,2025-03-08,Gujarat,Mumbai,U1583,Female,45+,PNB,JanDhan,P2P,UPI,Paytm,6585,Shopping,No,NULL,Success,Mobile,4G
T0585,2025-03-27,Tamil Nadu,Kolkata,U1584,Male,25-34,PNB,Current,P2P,UPI,PhonePe,8747,Bills,Yes,NULL,Success,Mobile,Broadband
T0586,2025-01-15,Rajasthan,Chennai,U1585,Female,25-34,Axis,Savings,P2M,UPI,Paytm,3724,Food,Yes,PMJDY,Failed,Mobile,5G
T0587,2025-02-05,Bihar,Mumbai,U1586,Male,45+,ICICI,Current,P2M,UPI,Paytm,2687,Food,No,Subsidy,Failed,Desktop,4G
T0588,2025-03-16,Karnataka,Mumbai,U1587,Male,25-34,HDFC,Savings,P2M,UPI,Paytm,5191,Bills,Yes,PMJDY,Failed,Mobile,3G
T0589,2025-03-06,West Bengal,Kolkata,U1588,Male,35-44,PNB,Savings,P2P,UPI,GPay,9589,Bills,Yes,PMJDY,Failed,Mobile,3G
T0590,2025-02-25,Tamil Nadu,Ahmedabad,U1589,Male,35-44,PNB,Savings,BillPay,UPI,Paytm,754,Electronics,Yes,PMJDY,Failed,Mobile,5G
T0591,2025-01-25,Rajasthan,Delhi,U1590,Female,18-24,HDFC,Current,P2P,UPI,GPay,3002,Electronics,No,Subsidy,Success,Mobile,3G
T0592,2025-02-17,Rajasthan,Bangalore,U1591,Female,25-34,SBI,JanDhan,BillPay,UPI,PhonePe,6028,Food,No,PMJDY,Failed,Mobile,Broadband
T0593,2025-02-28,Bihar,Mumbai,U1592,Male,18-24,HDFC,Savings,P2P,UPI,BHIM,8806,Transfer,No,Subsidy,Failed,Mobile,4G
T0594,2025-02-09,West Bengal,Bangalore,U1593,Female,45+,SBI,Current,BillPay,UPI,GPay,5900,Electronics,Yes,NULL,Success,Mobile,5G
T0595,2025-03-27,Delhi,Patna,U1594,Male,35-44,HDFC,Savings,BillPay,UPI,GPay,648,Food,No,Subsidy,Failed,Mobile,Broadband
T0596,2025-02-26,Tamil Nadu,Mumbai,U1595,Female,35-44,HDFC,Current,P2M,UPI,PhonePe,9278,Food,Yes,Subsidy,Success,Desktop,Broadband
T0597,2025-02-24,Tamil Nadu,Patna,U1596,Male,45+,HDFC,Current,P2P,UPI,PhonePe,8237,Bills,Yes,NULL,Failed,Desktop,5G
T0598,2025-03-28,West Bengal,Chennai,U1597,Female,35-44,HDFC,Savings,P2P,UPI,PhonePe,8173,Bills,No,Subsidy,Failed,Mobile,3G
T0599,2025-01-24,Karnataka,Kolkata,U1598,Male,25-34,SBI,JanDhan,P2P,UPI,GPay,7607,Shopping,Yes,NULL,Failed,Mobile,4G
T0600,2025-01-12,Delhi,Mumbai,U1599,Female,18-24,Axis,JanDhan,P2M,UPI,PhonePe,7610,Electronics,Yes,PMJDY,Success,Mobile,5G
T0601,2025-03-12,Delhi,Ahmedabad,U1600,Female,45+,HDFC,Current,P2P,UPI,PhonePe,3508,Bills,No,NULL,Failed,Mobile,Broadband
T0602,2025-01-21,West Bengal,Delhi,U1601,Female,25-34,SBI,JanDhan,P2P,UPI,GPay,1360,Electronics,Yes,NULL,Success,Mobile,3G
T0603,2025-03-02,Maharashtra,Mumbai,U1602,Male,45+,SBI,JanDhan,P2P,UPI,GPay,2172,Food,Yes,PMJDY,Success,Desktop,5G
T0604,2025-02-20,Tamil Nadu,Mumbai,U1603,Female,25-34,ICICI,Savings,P2P,UPI,PhonePe,6063,Shopping,Yes,NULL,Failed,Desktop,5G
T0605,2025-02-07,West Bengal,Bangalore,U1604,Female,45+,PNB,JanDhan,P2P,UPI,BHIM,8749,Electronics,Yes,NULL,Success,Mobile,5G
T0606,2025-01-07,Maharashtra,Delhi,U1605,Male,45+,SBI,Savings,BillPay,UPI,GPay,498,Food,No,PMJDY,Failed,Mobile,Broadband
T0607,2025-01-06,Gujarat,Mumbai,U1606,Male,45+,PNB,JanDhan,P2P,UPI,BHIM,3913,Transfer,Yes,Subsidy,Failed,Desktop,Broadband
T0608,2025-03-17,Delhi,Bangalore,U1607,Female,35-44,ICICI,Current,BillPay,UPI,Paytm,2978,Bills,Yes,PMJDY,Failed,Mobile,4G
T0609,2025-03-22,Rajasthan,Jaipur,U1608,Female,35-44,PNB,JanDhan,P2P,UPI,Paytm,6109,Electronics,Yes,NULL,Failed,Desktop,5G
T0610,2025-01-06,Rajasthan,Ahmedabad,U1609,Female,25-34,SBI,Current,P2P,UPI,BHIM,6223,Bills,No,Subsidy,Success,Mobile,Broadband
T0611,2025-02-05,Gujarat,Chennai,U1610,Male,18-24,ICICI,JanDhan,P2M,UPI,BHIM,5684,Food,No,NULL,Failed,Desktop,4G
T0612,2025-02-06,Tamil Nadu,Jaipur,U1611,Female,25-34,PNB,Current,P2P,UPI,Paytm,2694,Transfer,Yes,PMJDY,Success,Desktop,3G
T0613,2025-02-16,Rajasthan,Patna,U1612,Male,35-44,PNB,JanDhan,P2P,UPI,PhonePe,5985,Bills,Yes,NULL,Success,Desktop,4G
T0614,2025-02-24,Delhi,Bangalore,U1613,Male,35-44,PNB,Savings,BillPay,UPI,PhonePe,789,Transfer,Yes,Subsidy,Failed,Desktop,4G
T0615,2025-02-02,Maharashtra,Jaipur,U1614,Male,35-44,SBI,Savings,P2M,UPI,Paytm,7979,Electronics,No,PMJDY,Failed,Desktop,5G
T0616,2025-02-04,West Bengal,Ahmedabad,U1615,Male,45+,PNB,Current,P2P,UPI,Paytm,525,Food,Yes,Subsidy,Failed,Mobile,Broadband
T0617,2025-01-01,Gujarat,Kolkata,U1616,Female,18-24,ICICI,Current,P2P,UPI,Paytm,7671,Transfer,Yes,Subsidy,Failed,Desktop,3G
T0618,2025-01-27,Bihar,Chennai,U1617,Female,35-44,SBI,Current,BillPay,UPI,GPay,194,Transfer,No,PMJDY,Failed,Mobile,4G
T0619,2025-01-19,Rajasthan,Ahmedabad,U1618,Female,18-24,PNB,Savings,P2P,UPI,PhonePe,6166,Transfer,Yes,Subsidy,Success,Desktop,3G
T0620,2025-01-22,Karnataka,Patna,U1619,Female,45+,Axis,Savings,P2M,UPI,Paytm,8889,Bills,No,NULL,Success,Desktop,Broadband
T0621,2025-02-15,Karnataka,Mumbai,U1620,Female,25-34,HDFC,Savings,P2P,UPI,PhonePe,2869,Transfer,No,Subsidy,Success,Mobile,4G
T0622,2025-01-02,Karnataka,Patna,U1621,Male,45+,HDFC,Savings,P2P,UPI,GPay,8277,Food,Yes,Subsidy,Success,Mobile,5G
T0623,2025-02-19,Bihar,Patna,U1622,Male,18-24,SBI,JanDhan,P2P,UPI,Paytm,1486,Transfer,No,Subsidy,Failed,Desktop,3G
T0624,2025-01-20,Tamil Nadu,Patna,U1623,Male,45+,ICICI,Savings,P2M,UPI,Paytm,3943,Food,No,Subsidy,Failed,Mobile,5G
T0625,2025-03-11,Karnataka,Delhi,U1624,Female,18-24,PNB,JanDhan,P2M,UPI,PhonePe,1909,Shopping,Yes,PMJDY,Success,Desktop,4G
T0626,2025-02-05,Gujarat,Ahmedabad,U1625,Female,45+,HDFC,Savings,BillPay,UPI,PhonePe,5268,Electronics,Yes,Subsidy,Success,Desktop,Broadband
T0627,2025-01-02,Maharashtra,Kolkata,U1626,Male,18-24,SBI,Savings,P2M,UPI,BHIM,7073,Electronics,No,NULL,Success,Desktop,3G
T0628,2025-03-01,West Bengal,Bangalore,U1627,Female,25-34,HDFC,JanDhan,BillPay,UPI,PhonePe,8004,Bills,No,Subsidy,Failed,Mobile,3G
T0629,2025-03-15,Bihar,Kolkata,U1628,Female,35-44,Axis,JanDhan,P2P,UPI,GPay,1952,Transfer,No,Subsidy,Success,Desktop,4G
T0630,2025-01-08,Rajasthan,Bangalore,U1629,Female,18-24,HDFC,JanDhan,P2P,UPI,GPay,5995,Transfer,Yes,NULL,Success,Desktop,Broadband
T0631,2025-01-29,Maharashtra,Bangalore,U1630,Female,45+,ICICI,Current,P2P,UPI,Paytm,1342,Transfer,No,PMJDY,Failed,Mobile,5G
T0632,2025-01-09,Tamil Nadu,Delhi,U1631,Female,35-44,Axis,Current,BillPay,UPI,Paytm,6267,Food,Yes,NULL,Success,Mobile,4G
T0633,2025-01-28,Bihar,Kolkata,U1632,Female,45+,HDFC,JanDhan,BillPay,UPI,GPay,2406,Food,No,Subsidy,Failed,Mobile,4G
T0634,2025-03-29,Gujarat,Bangalore,U1633,Female,18-24,Axis,Savings,BillPay,UPI,BHIM,8553,Shopping,Yes,Subsidy,Failed,Mobile,Broadband
T0635,2025-03-07,Karnataka,Mumbai,U1634,Male,25-34,HDFC,Savings,P2M,UPI,GPay,584,Food,No,NULL,Failed,Mobile,5G
T0636,2025-03-07,West Bengal,Delhi,U1635,Male,35-44,PNB,Current,P2P,UPI,Paytm,3781,Transfer,Yes,NULL,Success,Desktop,Broadband
T0637,2025-02-28,West Bengal,Bangalore,U1636,Female,25-34,SBI,Current,P2M,UPI,PhonePe,9835,Food,Yes,PMJDY,Success,Mobile,4G
T0638,2025-03-29,Tamil Nadu,Bangalore,U1637,Female,18-24,HDFC,Current,BillPay,UPI,Paytm,779,Electronics,Yes,NULL,Failed,Mobile,5G
T0639,2025-01-11,Karnataka,Chennai,U1638,Male,25-34,PNB,Savings,P2P,UPI,PhonePe,2201,Bills,Yes,NULL,Success,Mobile,5G
T0640,2025-02-11,Maharashtra,Chennai,U1639,Female,45+,Axis,Current,P2M,UPI,BHIM,1867,Transfer,Yes,Subsidy,Failed,Desktop,5G
T0641,2025-02-02,Karnataka,Mumbai,U1640,Male,18-24,HDFC,Savings,P2P,UPI,BHIM,4953,Bills,Yes,NULL,Success,Desktop,5G
T0642,2025-02-03,Tamil Nadu,Patna,U1641,Female,45+,SBI,Current,P2P,UPI,GPay,6744,Transfer,Yes,PMJDY,Success,Desktop,4G
T0643,2025-01-11,Bihar,Jaipur,U1642,Male,25-34,HDFC,JanDhan,P2P,UPI,Paytm,6517,Shopping,No,Subsidy,Failed,Mobile,5G
T0644,2025-01-22,Bihar,Delhi,U1643,Male,45+,HDFC,JanDhan,P2M,UPI,Paytm,7490,Shopping,Yes,PMJDY,Failed,Desktop,5G
T0645,2025-01-04,Bihar,Kolkata,U1644,Female,45+,HDFC,JanDhan,P2M,UPI,PhonePe,8212,Bills,No,PMJDY,Failed,Mobile,5G
T0646,2025-01-22,Karnataka,Ahmedabad,U1645,Female,18-24,Axis,Savings,P2P,UPI,PhonePe,8907,Bills,No,Subsidy,Success,Mobile,3G
T0647,2025-03-25,Bihar,Ahmedabad,U1646,Female,18-24,HDFC,Savings,P2P,UPI,GPay,5803,Electronics,Yes,PMJDY,Success,Desktop,4G
T0648,2025-01-06,Gujarat,Patna,U1647,Male,45+,Axis,JanDhan,P2P,UPI,BHIM,5565,Food,No,PMJDY,Success,Mobile,3G
T0649,2025-03-03,Karnataka,Patna,U1648,Male,35-44,SBI,Current,P2M,UPI,BHIM,3560,Transfer,No,Subsidy,Success,Mobile,5G
T0650,2025-01-07,Tamil Nadu,Mumbai,U1649,Male,18-24,Axis,JanDhan,P2P,UPI,BHIM,4450,Shopping,Yes,PMJDY,Success,Desktop,Broadband
T0651,2025-02-10,Tamil Nadu,Ahmedabad,U1650,Male,45+,PNB,JanDhan,BillPay,UPI,GPay,3440,Shopping,Yes,Subsidy,Failed,Mobile,4G
T0652,2025-01-01,Karnataka,Bangalore,U1651,Male,35-44,Axis,Savings,BillPay,UPI,Paytm,8917,Bills,No,PMJDY,Success,Mobile,5G
T0653,2025-03-29,Tamil Nadu,Jaipur,U1652,Male,45+,PNB,Current,BillPay,UPI,GPay,6510,Electronics,Yes,NULL,Failed,Mobile,3G
T0654,2025-02-08,West Bengal,Chennai,U1653,Female,25-34,HDFC,JanDhan,P2M,UPI,BHIM,818,Bills,No,Subsidy,Success,Desktop,4G
T0655,2025-02-12,Tamil Nadu,Bangalore,U1654,Male,18-24,PNB,Savings,P2M,UPI,GPay,7251,Food,Yes,NULL,Success,Mobile,4G
T0656,2025-02-26,Karnataka,Chennai,U1655,Male,45+,Axis,JanDhan,BillPay,UPI,BHIM,6029,Transfer,Yes,NULL,Failed,Mobile,5G
T0657,2025-01-05,West Bengal,Delhi,U1656,Male,45+,PNB,JanDhan,P2M,UPI,GPay,1479,Food,No,Subsidy,Failed,Desktop,3G
T0658,2025-03-29,Bihar,Patna,U1657,Female,35-44,ICICI,Savings,P2M,UPI,PhonePe,9135,Bills,Yes,PMJDY,Failed,Desktop,4G
T0659,2025-03-03,Bihar,Mumbai,U1658,Male,35-44,PNB,Current,BillPay,UPI,PhonePe,5825,Electronics,Yes,Subsidy,Failed,Desktop,5G
T0660,2025-02-06,Maharashtra,Patna,U1659,Female,18-24,HDFC,JanDhan,BillPay,UPI,PhonePe,7612,Food,Yes,Subsidy,Success,Desktop,Broadband
T0661,2025-01-10,Maharashtra,Mumbai,U1660,Female,35-44,Axis,Savings,BillPay,UPI,GPay,9486,Shopping,Yes,Subsidy,Success,Mobile,Broadband
T0662,2025-02-22,Karnataka,Ahmedabad,U1661,Female,35-44,PNB,Current,P2M,UPI,BHIM,4404,Electronics,Yes,Subsidy,Failed,Desktop,3G
T0663,2025-03-07,Delhi,Chennai,U1662,Female,35-44,PNB,Current,BillPay,UPI,Paytm,147,Transfer,Yes,NULL,Success,Mobile,5G
